Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
104,1,161.74,2,1,1,211,Lost,161.74,1,261,115.65517808219178
334,1,311.71,1,1,2,112,Lost,311.71,1,31,26.473999999999997
53,1,208.75,3,1,1,311,Need Attention,208.75,1,312,178.43835616438358
39,3,1049.7,3,3,4,334,Need Attention,349.90000000000003,3,326,937.5402739726028
32,2,714.9599999999999,4,3,3,433,Need Attention,357.47999999999996,2,333,652.2785753424657
366,4,1661.06,1,4,4,144,Loyal Customers,415.265,4,-1,-4.550849315068493
208,1,1028.56,1,1,4,114,Lost,1028.56,1,157,442.421698630137
157,3,347.87,2,3,2,232,At Risk,115.95666666666666,3,208,198.23824657534246
54,1,170.22,3,1,1,311,Need Attention,170.22,1,311,145.0367671232877
66,2,574.07,3,3,3,333,Need Attention,287.035,2,299,470.2655616438356
81,1,2020.52,2,1,4,214,Lost,2020.52,1,284,1572.1306301369864
130,1,406.09,2,1,2,212,Lost,406.09,1,235,261.45520547945205
87,1,364.5,2,1,2,212,Lost,364.5,1,278,277.61917808219175
1,3,563.94,5,3,3,533,Need Attention,187.98000000000002,3,364,562.3949589041097
46,1,393.54,3,1,2,312,Need Attention,393.54,1,319,343.94317808219176
333,1,252.42,1,1,2,112,Lost,252.42,1,32,22.129972602739723
366,1,201.6,1,1,1,111,Lost,201.6,1,-1,-0.5523287671232877
72,1,158.04,3,1,1,311,Need Attention,158.04,1,293,126.86498630136987
158,2,463.91,2,3,2,232,At Risk,231.955,2,207,263.09416438356163
373,1,115.65,1,1,1,111,Lost,115.65,1,-8,-2.5347945205479454
12,7,1934.66,5,5,4,554,Champions,276.38,7,353,1871.0547397260273
255,2,770.12,1,3,3,133,At Risk,385.06,2,110,232.09095890410958
29,2,277.05,4,3,2,432,Need Attention,138.525,2,336,255.0378082191781
31,10,2718.03,4,5,5,455,Champions,271.803,10,334,2487.183616438356
5,22,8347.2,5,5,5,555,Champions,379.41818181818184,22,360,8232.854794520548
40,1,427.93,3,1,2,312,Need Attention,427.93,1,325,381.03356164383564
362,1,418.92,1,1,2,112,Lost,418.92,1,3,3.4431780821917806
373,1,326.0,1,1,2,112,Lost,326.0,1,-8,-7.145205479452055
96,2,913.19,2,3,3,233,At Risk,456.595,2,269,673.0085205479452
26,7,2314.32,4,5,5,455,Champions,330.6171428571429,7,339,2149.4643287671233
75,2,602.51,2,3,3,233,At Risk,301.255,2,290,478.7065753424657
57,4,1877.59,3,4,4,344,Loyal Customers,469.3975,4,308,1584.377315068493
21,1,446.94000000000005,4,1,2,412,Potential Loyalists,446.94000000000005,1,344,421.2256438356165
41,7,2386.05,3,5,5,355,Loyal Customers,340.86428571428576,7,324,2118.0279452054797
137,1,2007.4,2,1,4,214,Lost,2007.4,1,228,1253.9375342465753
8,12,2415.91,5,5,5,555,Champions,201.32583333333332,12,357,2362.9585479452053
129,1,168.0,2,1,1,211,Lost,168.0,1,236,108.62465753424658
40,3,1221.56,3,3,4,334,Need Attention,407.18666666666667,3,325,1087.690410958904
169,7,3703.29,2,5,5,255,Loyal Customers,529.0414285714286,7,196,1988.616
9,5,1690.26,5,4,4,544,Champions,338.052,5,356,1648.5823561643838
214,2,596.85,1,3,3,133,At Risk,298.425,2,151,246.9160273972603
15,6,5955.71,4,5,5,455,Champions,992.6183333333333,6,350,5710.954794520548
170,2,642.41,2,3,3,233,At Risk,321.205,2,195,343.2053424657534
40,1,316.88,3,1,2,312,Need Attention,316.88,1,325,282.15342465753423
186,1,394.14,1,1,2,112,Lost,394.14,1,179,193.29057534246573
270,1,140.54,1,1,1,111,Lost,140.54,1,95,36.57890410958904
172,1,500.0,2,1,3,213,Lost,500.0,1,193,264.38356164383566
5,4,1535.53,5,4,4,544,Champions,383.8825,4,360,1514.4953424657533
16,2,231.86,4,3,1,431,Need Attention,115.93,2,349,221.69627397260274
10,4,2183.54,5,4,5,545,Champions,545.885,4,355,2123.7169863013696
326,1,107.45,1,1,1,111,Lost,107.45,1,39,11.48095890410959
113,1,288.18,2,1,2,212,Lost,288.18,1,252,198.96263013698632
290,1,94.0,1,1,1,111,Lost,94.0,1,75,19.315068493150683
16,2,1345.53,4,3,4,434,Need Attention,672.765,2,349,1286.5478630136986
1,3,815.77,5,3,3,533,Need Attention,271.92333333333335,3,364,813.5350136986301
92,5,716.2,2,4,3,243,Loyal Customers,143.24,5,273,535.6783561643837
149,2,626.35,2,3,3,233,At Risk,313.175,2,216,370.6619178082192
189,1,349.1,1,1,2,112,Lost,349.1,1,176,168.33315068493152
31,2,510.71,4,3,3,433,Need Attention,255.355,2,334,467.3346301369863
34,4,1046.74,3,4,4,344,Loyal Customers,261.685,4,331,949.2354520547946
264,1,267.18,1,1,2,112,Lost,267.18,1,101,73.93199999999999
84,8,3450.84,2,5,5,255,Loyal Customers,431.355,8,281,2656.6740821917806
26,4,1348.93,4,4,4,444,Champions,337.2325,4,339,1252.8418356164384
171,1,190.53,2,1,1,211,Lost,190.53,1,194,101.268
10,3,774.9000000000001,5,3,3,533,Need Attention,258.3,3,355,753.6698630136988
313,1,559.61,1,1,3,113,Lost,559.61,1,52,79.72526027397261
65,4,3984.32,3,4,5,345,Loyal Customers,996.08,4,300,3274.7835616438356
85,1,508.8,2,1,3,213,Lost,508.8,1,280,390.3123287671233
25,1,135.86,4,1,1,411,Potential Loyalists,135.86,1,340,126.55452054794522
59,4,950.36,3,4,4,344,Loyal Customers,237.59,4,306,796.7401643835617
323,2,97.7,1,3,1,131,At Risk,48.85,2,42,11.242191780821917
38,1,43.5,3,1,1,311,Need Attention,43.5,1,327,38.97123287671233
254,2,383.34,1,3,2,132,At Risk,191.67,2,111,116.5773698630137
19,5,1404.07,4,4,4,444,Champions,280.81399999999996,5,346,1330.981424657534
33,3,1430.54,4,3,4,434,Need Attention,476.84666666666664,3,332,1301.203506849315
15,1,93.78,4,1,1,411,Potential Loyalists,93.78,1,350,89.92602739726027
27,2,397.35,4,3,2,432,Need Attention,198.675,2,338,367.95698630136985
23,1,171.19000000000003,4,1,1,411,Potential Loyalists,171.19000000000003,1,342,160.40268493150688
214,2,533.3,1,3,3,133,At Risk,266.65,2,151,220.62547945205478
8,5,1041.48,5,4,4,544,Champions,208.296,5,357,1018.6530410958904
22,1,149.29,4,1,1,411,Potential Loyalists,149.29,1,343,140.29169863013698
12,3,1067.75,5,3,4,534,Need Attention,355.9166666666667,3,353,1032.6458904109588
262,1,200.16,1,1,1,111,Lost,200.16,1,103,56.48350684931507
131,1,156.57999999999998,2,1,1,211,Lost,156.57999999999998,1,234,100.38279452054795
55,3,383.68,3,3,2,332,Need Attention,127.89333333333333,3,310,325.865205479452
249,1,594.0,1,1,3,113,Lost,594.0,1,116,188.77808219178084
2,7,3213.59,5,5,5,555,Champions,459.0842857142857,7,363,3195.981287671233
9,2,1411.21,5,3,4,534,Need Attention,705.605,2,356,1376.4130410958903
264,1,113.5,1,1,1,111,Lost,113.5,1,101,31.40684931506849
331,1,155.17000000000002,1,1,1,111,Lost,155.17000000000002,1,34,14.45419178082192
313,1,494.64,1,1,3,113,Lost,494.64,1,52,70.4692602739726
26,3,974.52,4,3,4,434,Need Attention,324.84,3,339,905.1021369863013
30,1,429.84,4,1,2,412,Potential Loyalists,429.84,1,335,394.51068493150683
30,3,528.48,4,3,3,433,Need Attention,176.16,3,335,485.0432876712329
2,7,1371.77,5,5,4,554,Champions,195.96714285714285,7,363,1364.2534520547945
362,1,179.1,1,1,1,111,Lost,179.1,1,3,1.4720547945205478
283,3,434.59,1,3,2,132,At Risk,144.86333333333332,3,82,97.63391780821915
262,1,237.07,1,1,1,111,Lost,237.07,1,103,66.89920547945205
25,1,161.64,4,1,1,411,Potential Loyalists,161.64,1,340,150.56876712328764
354,1,214.26,1,1,1,111,Lost,214.26,1,11,6.457150684931507
94,3,234.6,2,3,1,231,At Risk,78.2,3,271,174.18246575342465
29,1,126.14,4,1,1,411,Potential Loyalists,126.14,1,336,116.11791780821918
338,1,1044.65,1,1,4,114,Lost,1044.65,1,27,77.2754794520548
20,18,7354.62,4,5,5,455,Champions,408.59,18,345,6951.627123287672
85,1,334.53,2,1,2,212,Lost,334.53,1,280,256.6257534246575
9,3,524.88,5,3,3,533,Need Attention,174.96,3,356,511.9377534246575
51,2,467.51,3,3,2,332,Need Attention,233.755,2,314,402.1866849315069
50,2,538.55,3,3,3,333,Need Attention,269.275,2,315,464.77602739726024
2,1,454.48,5,1,2,512,Potential Loyalists,454.48,1,363,451.989698630137
113,1,371.56,2,1,2,212,Lost,371.56,1,252,256.529095890411
14,7,1771.2,5,5,4,554,Champions,253.02857142857144,7,351,1703.2635616438358
77,1,454.11,2,1,2,212,Lost,454.11,1,288,358.31145205479453
40,2,1399.92,3,3,4,334,Need Attention,699.96,2,325,1246.5041095890413
116,1,905.5,2,1,3,213,Lost,905.5,1,249,617.7246575342466
16,11,10839.76,4,5,5,455,Champions,985.4327272727273,11,349,10364.592438356163
161,4,225.26,2,4,1,241,Loyal Customers,56.315,4,204,125.8987397260274
1,4,3590.41,5,4,5,545,Champions,897.6025,4,364,3580.5732602739727
30,3,2564.5,4,3,5,435,Need Attention,854.8333333333334,3,335,2353.719178082192
93,1,91.32,2,1,1,211,Lost,91.32,1,272,68.05216438356165
23,3,1134.28,4,3,4,434,Need Attention,378.0933333333333,3,342,1062.8048219178083
95,6,3100.09,2,5,5,255,Loyal Customers,516.6816666666667,6,270,2293.2172602739724
28,2,659.46,4,3,3,433,Need Attention,329.73,2,337,608.871287671233
33,5,1953.41,4,4,4,444,Champions,390.682,5,332,1776.8003287671233
21,2,1280.58,4,3,4,434,Need Attention,640.29,2,344,1206.9027945205478
18,2,1262.2,4,3,4,434,Need Attention,631.1,2,347,1199.9545205479453
3,27,13316.4,5,5,5,555,Champions,493.2,27,362,13206.950136986301
8,4,1131.56,5,4,4,544,Champions,282.89,4,357,1106.7586849315069
16,10,6923.98,4,5,5,455,Champions,692.3979999999999,10,349,6620.46306849315
363,1,141.04,1,1,1,111,Lost,141.04,1,2,0.7728219178082192
81,1,52.83,2,1,1,211,Lost,52.83,1,284,41.10608219178082
53,5,3610.96,3,4,5,345,Loyal Customers,722.192,5,312,3086.628821917808
23,3,972.08,4,3,4,434,Need Attention,324.0266666666667,3,342,910.8256438356166
172,1,475.86,2,1,2,212,Lost,475.86,1,193,251.61912328767127
189,6,1000.27,1,5,4,154,Loyal Customers,166.71166666666667,6,176,482.3219726027397
331,1,250.0,1,1,2,112,Lost,250.0,1,34,23.287671232876715
12,5,900.53,5,4,3,543,Champions,180.106,5,353,870.9235342465753
156,2,121.0,2,3,1,231,At Risk,60.5,2,209,69.28493150684932
33,19,14758.22,4,5,5,455,Champions,776.7484210526316,19,332,13423.915178082192
12,11,4023.72,5,5,5,555,Champions,365.79272727272723,11,353,3891.4333150684924
45,3,62.43,3,3,1,331,Need Attention,20.81,3,320,54.733150684931495
233,1,267.03,1,1,2,112,Lost,267.03,1,132,96.56975342465753
64,8,1921.55,3,5,4,354,Loyal Customers,240.19375,8,301,1584.620684931507
2,1,343.5,5,1,2,512,Potential Loyalists,343.5,1,363,341.6178082191781
40,8,3000.2,3,5,5,355,Loyal Customers,375.025,8,325,2671.4109589041095
33,2,397.99,4,3,2,432,Need Attention,198.995,2,332,362.0073424657534
84,1,412.0100000000001,2,1,2,212,Lost,412.0100000000001,1,281,317.19126027397266
25,1,440.0,4,1,2,412,Potential Loyalists,440.0,1,340,409.86301369863014
2,3,731.87,5,3,3,533,Need Attention,243.95666666666668,3,363,727.8597534246576
33,2,148.44,4,3,1,431,Need Attention,74.22,2,332,135.01939726027396
19,8,2428.53,4,5,5,455,Champions,303.56625,8,346,2302.1133698630138
254,1,229.33,1,1,1,111,Lost,229.33,1,111,69.74145205479454
23,11,3960.05,4,5,5,455,Champions,360.00454545454545,11,342,3710.5126027397264
22,4,1497.31,4,4,4,444,Champions,374.3275,4,343,1407.0611780821919
8,2,1972.39,5,3,4,534,Need Attention,986.195,2,357,1929.1595342465755
25,4,1554.83,4,4,4,444,Champions,388.7075,4,340,1448.3347945205478
19,3,807.57,4,3,3,433,Need Attention,269.19,3,346,765.532109589041
173,4,502.9,2,4,3,243,Loyal Customers,125.725,4,192,264.53917808219177
163,1,110.92,2,1,1,211,Lost,110.92,1,202,61.385863013698625
7,1,538.46,5,1,3,513,Potential Loyalists,538.46,1,358,528.1333698630137
11,1,213.3,5,1,1,511,Potential Loyalists,213.3,1,354,206.8717808219178
114,1,85.13000000000001,2,1,1,211,Lost,85.13000000000001,1,251,58.541452054794526
288,1,127.86,1,1,1,111,Lost,127.86,1,77,26.973205479452055
9,9,3546.71,5,5,5,555,Champions,394.0788888888889,9,356,3459.256876712329
54,2,288.97,3,3,2,332,Need Attention,144.485,2,311,246.2182739726028
7,14,4910.6,5,5,5,555,Champions,350.75714285714287,14,358,4816.424109589041
77,3,1677.71,2,3,4,234,At Risk,559.2366666666667,3,288,1323.7821369863013
4,4,575.63,5,4,3,543,Champions,143.9075,4,361,569.3217260273973
37,1,436.06,3,1,2,312,Need Attention,436.06,1,328,391.85665753424655
217,1,90.12,1,1,1,111,Lost,90.12,1,148,36.54180821917809
60,1,428.93,3,1,2,312,Need Attention,428.93,1,305,358.4209589041096
278,1,217.2,1,1,1,111,Lost,217.2,1,87,51.770958904109584
12,16,4791.87,5,5,5,555,Champions,299.491875,16,353,4634.329068493151
24,1,279.77,4,1,2,412,Potential Loyalists,279.77,1,341,261.37416438356166
29,1,468.91,4,1,2,412,Potential Loyalists,468.91,1,336,431.6541369863014
12,4,800.5899999999999,5,4,3,543,Champions,200.14749999999998,4,353,774.2692328767123
352,1,134.55,1,1,1,111,Lost,134.55,1,13,4.792191780821918
22,3,1361.44,4,3,4,434,Need Attention,453.81333333333333,3,343,1279.380602739726
50,2,173.16000000000005,3,3,1,331,Need Attention,86.58000000000003,2,315,149.43945205479457
19,1,186.01,4,1,1,411,Potential Loyalists,186.01,1,346,176.32728767123285
3,3,758.29,5,3,3,533,Need Attention,252.76333333333332,3,362,752.0574794520547
104,5,1375.71,2,4,4,244,Loyal Customers,275.142,5,261,983.7268767123287
7,12,4148.82,5,5,5,555,Champions,345.73499999999996,12,358,4069.2535890410954
12,4,650.4300000000001,5,4,3,543,Champions,162.60750000000002,4,353,629.046
5,7,2533.42,5,5,5,555,Champions,361.9171428571429,7,360,2498.715616438356
32,2,583.24,4,3,3,433,Need Attention,291.62,2,333,532.1066301369864
178,4,675.64,2,4,3,243,Loyal Customers,168.91,4,187,346.14980821917806
38,1,921.37,3,1,3,313,Need Attention,921.37,1,327,825.4465479452055
151,3,258.88,2,3,2,232,At Risk,86.29333333333334,3,214,151.781698630137
162,1,127.1,2,1,1,211,Lost,127.1,1,203,70.68849315068493
69,2,327.6,3,3,2,332,Need Attention,163.8,2,296,265.6701369863014
156,10,717.4300000000001,2,5,3,253,Loyal Customers,71.74300000000001,10,209,410.80238356164386
25,3,682.9100000000001,4,3,3,433,Need Attention,227.63666666666668,3,340,636.1353424657534
24,4,720.86,4,4,3,443,Champions,180.215,4,341,673.4609863013699
177,1,455.3,2,1,2,212,Lost,455.3,1,188,234.51068493150686
50,4,913.68,3,4,3,343,Loyal Customers,228.42,4,315,788.5183561643835
256,3,478.53,1,3,2,132,At Risk,159.51,3,109,142.9034794520548
47,1,388.58,3,1,2,312,Need Attention,388.58,1,318,338.5436712328767
71,1,199.8,3,1,1,311,Need Attention,199.8,1,294,160.93479452054797
16,5,1771.78,4,4,4,444,Champions,354.356,5,349,1694.1129315068492
101,5,1406.59,2,4,4,244,Loyal Customers,281.318,5,264,1017.369205479452
35,1,324.57,3,1,2,312,Need Attention,324.57,1,330,293.44684931506845
53,1,240.68,3,1,1,311,Need Attention,240.68,1,312,205.73194520547946
27,2,761.74,4,3,3,433,Need Attention,380.87,2,338,705.3921095890411
11,14,6776.56,5,5,5,555,Champions,484.04,14,354,6572.33490410959
8,9,1297.87,5,5,4,554,Champions,144.20777777777778,9,357,1269.4235342465752
79,1,48.48,2,1,1,211,Lost,48.48,1,286,37.98706849315068
52,1,216.39,3,1,1,311,Need Attention,216.39,1,313,185.56183561643834
36,5,1198.23,3,4,4,344,Loyal Customers,239.64600000000002,5,329,1080.048410958904
61,9,2920.16,3,5,5,355,Loyal Customers,324.4622222222222,9,304,2432.1332602739726
337,1,104.76,1,1,1,111,Lost,104.76,1,28,8.036383561643836
28,4,1093.68,4,4,4,444,Champions,273.42,4,337,1009.7812602739726
184,1,298.48,1,1,2,112,Lost,298.48,1,181,148.0133698630137
52,1,112.46,3,1,1,311,Need Attention,112.46,1,313,96.43830136986301
10,11,1570.45,5,5,4,554,Champions,142.76818181818183,11,355,1527.4239726027397
36,2,195.15,3,3,1,331,Need Attention,97.575,2,329,175.9023287671233
10,23,10399.74,5,5,5,555,Champions,452.1626086956522,23,355,10114.815616438356
33,4,776.85,4,4,3,443,Champions,194.2125,4,332,706.6142465753425
11,1,336.4,5,1,2,512,Potential Loyalists,336.4,1,354,326.26191780821915
57,3,1553.18,3,3,4,334,Need Attention,517.7266666666667,3,308,1310.6286027397261
4,4,1293.03,5,4,4,544,Champions,323.2575,4,361,1278.8598082191781
43,9,3709.56,3,5,5,355,Loyal Customers,412.17333333333335,9,322,3272.5433424657535
141,1,301.03000000000003,2,1,2,212,Lost,301.03000000000003,1,224,184.74169863013702
117,4,588.13,2,4,3,243,Loyal Customers,147.0325,4,248,399.60613698630135
104,4,1534.26,2,4,4,244,Loyal Customers,383.565,4,261,1097.1009863013699
75,2,675.8,2,3,3,233,At Risk,337.9,2,290,536.9369863013698
5,9,2870.24,5,5,5,555,Champions,318.91555555555556,9,360,2830.921643835616
45,2,1186.35,3,3,4,334,Need Attention,593.175,2,320,1040.0876712328766
16,8,3285.31,4,5,5,455,Champions,410.66375,8,349,3141.296410958904
17,1,243.55,4,1,1,411,Potential Loyalists,243.55,1,348,232.20657534246575
90,2,724.76,2,3,3,233,At Risk,362.38,2,275,546.0520547945206
53,1,223.36,3,1,1,311,Need Attention,223.36,1,312,190.92690410958906
134,1,425.32,2,1,2,212,Lost,425.32,1,231,269.1751232876712
4,15,12416.11,5,5,5,555,Champions,827.7406666666667,15,361,12280.04304109589
105,4,1887.2,2,4,4,244,Loyal Customers,471.8,4,260,1344.3068493150683
192,3,664.0,1,3,3,133,At Risk,221.33333333333334,3,173,314.7178082191781
166,4,803.54,2,4,3,243,Loyal Customers,200.885,4,199,438.09441095890406
19,1,611.59,4,1,3,413,Potential Loyalists,611.59,1,346,579.7538082191782
158,3,447.64,2,3,2,232,At Risk,149.21333333333334,3,207,253.86706849315067
204,2,639.5,1,3,3,133,At Risk,319.75,2,161,282.08082191780824
336,2,816.0,1,3,3,133,At Risk,408.0,2,29,64.83287671232877
37,3,646.3,3,3,3,333,Need Attention,215.4333333333333,3,328,580.7846575342465
91,1,337.74,2,1,2,212,Lost,337.74,1,274,253.5363287671233
93,2,877.44,2,3,3,233,At Risk,438.72,2,272,653.873095890411
9,2,922.53,5,3,4,534,Need Attention,461.265,2,356,899.7826849315068
243,1,560.6700000000001,1,1,3,113,Lost,560.6700000000001,1,122,187.4020273972603
45,4,748.5,3,4,3,343,Loyal Customers,187.125,4,320,656.2191780821918
23,1,30.0,4,1,1,411,Potential Loyalists,30.0,1,342,28.10958904109589
190,5,1024.1,1,4,4,144,Loyal Customers,204.82,5,175,491.00684931506845
44,1,306.45,3,1,2,312,Need Attention,306.45,1,321,269.50808219178083
25,9,1600.86,4,5,4,454,Champions,177.87333333333333,9,340,1491.2120547945206
317,2,309.8,1,3,2,132,At Risk,154.9,2,48,40.74082191780822
106,1,138.14,2,1,1,211,Lost,138.14,1,259,98.0226301369863
51,1,386.43,3,1,2,312,Need Attention,386.43,1,314,332.4356712328767
168,2,2222.21,2,3,5,235,At Risk,1111.105,2,197,1199.3845753424657
40,1,301.32000000000005,3,1,2,312,Need Attention,301.32000000000005,1,325,268.29863013698633
218,1,76.32000000000001,1,1,1,111,Lost,76.32000000000001,1,147,30.737095890410963
40,4,684.34,3,4,3,343,Loyal Customers,171.085,4,325,609.3438356164384
297,1,173.05,1,1,1,111,Lost,173.05,1,68,32.239452054794526
19,7,2657.13,4,5,5,455,Champions,379.59000000000003,7,346,2518.8136438356164
88,4,2726.23,2,4,5,245,Loyal Customers,681.5575,4,277,2068.9471506849313
73,4,2111.89,2,4,5,245,Loyal Customers,527.9725,4,292,1689.512
81,3,323.69,2,3,2,232,At Risk,107.89666666666666,3,284,251.85742465753424
19,3,3435.76,4,4,5,445,Champions,1145.2533333333333,3,346,3256.9122191780825
49,1,657.23,3,1,3,313,Need Attention,657.23,1,316,568.9991232876713
53,1,352.7,3,1,2,312,Need Attention,352.7,1,312,301.4860273972603
24,4,781.28,4,4,3,443,Champions,195.32,4,341,729.9081643835617
9,3,1333.68,5,4,4,544,Champions,444.56,3,356,1300.7947397260275
25,5,1426.16,4,4,4,444,Champions,285.232,5,340,1328.477808219178
117,1,193.75,2,1,1,211,Lost,193.75,1,248,131.64383561643837
9,9,2993.1,5,5,5,555,Champions,332.56666666666666,9,356,2919.297534246575
120,2,254.1,2,3,2,232,At Risk,127.05,2,245,170.56027397260274
4,2,239.76,5,3,1,531,Need Attention,119.88,2,361,237.13249315068492
252,1,136.8,1,1,1,111,Lost,136.8,1,113,42.351780821917814
28,1,191.04,4,1,1,411,Potential Loyalists,191.04,1,337,176.38487671232875
1,13,6464.4,5,5,5,555,Champions,497.2615384615384,13,364,6446.689315068493
267,2,409.98,1,3,2,132,At Risk,204.99,2,98,110.07682191780823
33,8,2711.11,4,5,5,455,Champions,338.88875,8,332,2465.9959452054795
18,1,309.65,4,1,2,412,Potential Loyalists,309.65,1,347,294.37958904109587
172,2,696.68,2,3,3,233,At Risk,348.34,2,193,368.3814794520548
2,4,1529.0,5,4,4,544,Champions,382.25,4,363,1520.6219178082192
265,1,211.5,1,1,1,111,Lost,211.5,1,100,57.94520547945205
140,4,2293.62,2,4,5,245,Loyal Customers,573.405,4,225,1413.8753424657534
201,1,143.1,1,1,1,111,Lost,143.1,1,164,64.29698630136986
64,4,1060.56,3,4,4,344,Loyal Customers,265.14,4,301,874.5987945205479
35,4,916.98,3,4,3,343,Loyal Customers,229.245,4,330,829.0504109589041
41,7,3235.25,3,5,5,355,Loyal Customers,462.17857142857144,7,324,2871.8383561643836
284,1,133.25,1,1,1,111,Lost,133.25,1,81,29.57054794520548
9,5,1072.36,5,4,4,544,Champions,214.47199999999998,5,356,1045.9182465753424
143,2,356.7,2,3,2,232,At Risk,178.35,2,222,216.95178082191782
12,2,330.03000000000003,5,3,2,532,Need Attention,165.01500000000001,2,353,319.179698630137
146,4,1101.11,2,4,4,244,Loyal Customers,275.2775,4,219,660.6659999999999
234,1,150.3,1,1,1,111,Lost,150.3,1,131,53.94328767123289
33,13,5028.42,4,5,5,455,Champions,386.8015384615385,13,332,4573.795726027398
24,1,598.73,4,1,3,413,Potential Loyalists,598.73,1,341,559.3614520547945
12,1,471.4,5,2,2,522,Potential Loyalists,471.4,1,353,455.9019178082192
36,5,2211.21,3,4,5,345,Loyal Customers,442.242,5,329,1993.1180547945205
365,1,190.7,1,2,1,121,Lost,190.7,1,0,0.0
201,2,218.25,1,3,1,131,At Risk,109.125,2,164,98.06301369863013
15,1,415.25,4,2,2,422,Potential Loyalists,415.25,1,350,398.1849315068493
17,7,5159.06,4,5,5,455,Champions,737.0085714285715,7,348,4918.775013698631
213,1,85.0,1,2,1,121,Lost,85.0,1,152,35.397260273972606
66,3,1120.88,3,4,4,344,Loyal Customers,373.6266666666667,3,299,918.2003287671233
212,2,294.12,1,3,2,132,At Risk,147.06,2,153,123.28865753424658
283,1,162.3,1,2,1,121,Lost,162.3,1,82,36.46191780821918
115,2,1339.45,2,3,4,234,At Risk,669.725,2,250,917.431506849315
15,8,1188.12,4,5,4,454,Champions,148.515,8,350,1139.2931506849313
19,16,4812.42,4,5,5,455,Champions,300.77625,16,346,4561.910465753424
66,1,449.12,3,2,2,322,Need Attention,449.12,1,299,367.90926027397256
49,1,154.88,3,2,1,321,Need Attention,154.88,1,316,134.0878904109589
16,4,775.96,4,4,3,443,Champions,193.99,4,349,741.9453150684932
78,1,34.8,2,2,1,221,Lost,34.8,1,287,27.363287671232875
19,4,1094.59,4,4,4,444,Champions,273.6475,4,346,1037.6113424657533
134,1,196.88,2,2,1,221,Lost,196.88,1,231,124.60076712328765
13,3,946.64,5,4,4,544,Champions,315.5466666666667,3,352,912.9240547945207
40,1,144.36,3,2,1,321,Need Attention,144.36,1,325,128.53972602739728
235,3,44534.3,1,4,5,145,Loyal Customers,14844.766666666668,3,130,15861.531506849315
3,8,2463.05,5,5,5,555,Champions,307.88125,8,362,2442.8057534246577
40,7,2626.6,3,5,5,355,Loyal Customers,375.2285714285714,7,325,2338.753424657534
305,1,79.2,1,2,1,121,Lost,79.2,1,60,13.01917808219178
51,3,458.57,3,4,2,342,Loyal Customers,152.85666666666665,3,314,394.4958356164383
10,6,2364.25,5,5,5,555,Champions,394.0416666666667,6,355,2299.47602739726
61,4,528.01,3,4,3,343,Loyal Customers,132.0025,4,304,439.76723287671234
66,2,714.42,3,3,3,333,Need Attention,357.21,2,299,585.237205479452
25,1,205.25,4,2,1,421,Potential Loyalists,205.25,1,340,191.1917808219178
218,3,253.04,1,4,2,142,Loyal Customers,84.34666666666666,3,147,101.9092602739726
65,2,583.75,3,3,3,333,Need Attention,291.875,2,300,479.7945205479452
32,2,1086.92,4,3,4,434,Need Attention,543.46,2,333,991.6283835616439
88,6,3279.9700000000003,2,5,5,255,Loyal Customers,546.6616666666667,6,277,2489.182712328767
64,1,315.06,3,2,2,322,Need Attention,315.06,1,301,259.816602739726
116,3,621.83,2,4,3,243,Loyal Customers,207.27666666666667,3,249,424.2073150684932
7,26,56252.72,5,5,5,555,Champions,2163.566153846154,26,358,55173.900712328774
6,1,635.6800000000001,5,2,3,523,Potential Loyalists,635.6800000000001,1,359,625.2304657534247
69,1,270.8,3,2,2,322,Need Attention,270.8,1,296,219.60767123287673
245,1,104.9,1,2,1,121,Lost,104.9,1,120,34.487671232876714
133,1,241.62,2,2,1,221,Lost,241.62,1,232,153.57764383561644
241,4,1047.11,1,4,4,144,Loyal Customers,261.7775,4,124,355.73052054794516
184,3,475.28,1,4,2,142,Loyal Customers,158.42666666666665,3,181,235.68679452054795
25,3,345.46000000000004,4,4,2,442,Champions,115.15333333333335,3,340,321.79835616438356
10,3,2614.74,5,4,5,545,Champions,871.5799999999999,3,355,2543.1032876712325
11,1,246.3,5,2,1,521,Potential Loyalists,246.3,1,354,238.8772602739726
33,5,2328.9700000000003,4,4,5,445,Champions,465.79400000000004,5,332,2118.4055890410964
46,3,4919.0,3,4,5,345,Loyal Customers,1639.6666666666667,3,319,4299.071232876712
26,3,933.26,4,4,4,444,Champions,311.08666666666664,3,339,866.781205479452
358,1,351.3,1,2,2,122,Lost,351.3,1,7,6.737260273972604
10,1,218.75,5,2,1,521,Potential Loyalists,218.75,1,355,212.7568493150685
44,2,1612.69,3,3,4,334,Need Attention,806.345,2,321,1418.2835342465755
15,3,965.61,4,4,4,444,Champions,321.87,3,350,925.9273972602739
150,1,610.01,2,2,3,223,Lost,610.01,1,215,359.3209589041096
1,8,2707.61,5,5,5,555,Champions,338.45125,8,364,2700.191890410959
113,3,2192.4,2,4,5,245,Loyal Customers,730.8000000000001,3,252,1513.6569863013701
76,3,884.14,2,4,3,243,Loyal Customers,294.7133333333333,3,289,700.0450958904108
107,2,696.89,2,3,3,233,At Risk,348.445,2,258,492.59621917808215
