Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
9,5,1308.6100000000001,5,4,4,544,Champions
305,1,409.93,1,1,2,112,Lost
17,4,5578.72,4,4,5,445,Champions
32,2,746.36,4,3,3,433,Need Attention
1,23,15610.390000000001,5,5,5,555,Champions
20,1,225.35999999999999,4,1,1,411,Potential Loyalists
124,2,260.25,2,3,2,232,At Risk
65,1,92.46000000000001,3,1,1,311,Need Attention
106,1,725.6400000000001,2,1,3,213,Lost
1,23,8152.71,5,5,5,555,Champions
24,17,6211.66,4,5,5,455,Champions
267,1,183.6,1,1,1,111,Lost
5,19,6140.42,5,5,5,555,Champions
10,12,10464.85,5,5,5,555,Champions
29,5,1334.34,4,4,4,444,Champions
267,1,152.55,1,1,1,111,Lost
64,2,374.7,3,3,2,332,Need Attention
320,1,265.85,1,1,2,112,Lost
4,8,1422.75,5,5,4,554,Champions
32,1,151.04,4,1,1,411,Potential Loyalists
5,3,942.26,5,3,4,534,Need Attention
129,1,118.67,2,1,1,211,Lost
41,5,499.42,3,4,3,343,Loyal Customers
102,6,1049.37,2,5,4,254,Loyal Customers
125,1,375.1,2,1,2,212,Lost
33,1,45.599999999999994,4,1,1,411,Potential Loyalists
302,2,921.62,1,3,3,133,At Risk
365,1,182.25,1,1,1,111,Lost
4,9,1002.9,5,5,4,554,Champions
2,18,4421.29,5,5,5,555,Champions
3,1,191.47,5,1,1,511,Potential Loyalists
10,13,50491.81,5,5,5,555,Champions
57,1,158.75,3,1,1,311,Need Attention
325,1,76.32000000000001,1,1,1,111,Lost
8,14,4076.9100000000003,5,5,5,555,Champions
12,1,433.86,5,1,2,512,Potential Loyalists
4,17,53258.43,5,5,5,555,Champions
37,1,147.35,3,1,1,311,Need Attention
16,11,3104.17,4,5,5,455,Champions
138,1,191.95,2,1,1,211,Lost
74,6,5976.79,2,5,5,255,Loyal Customers
5,5,1105.8799999999999,5,4,4,544,Champions
155,2,216.21,2,3,1,231,At Risk
239,1,1266.23,1,1,4,114,Lost
52,7,2703.23,3,5,5,355,Loyal Customers
31,2,597.91,4,3,3,433,Need Attention
73,1,144.2,2,1,1,211,Lost
4,12,5683.15,5,5,5,555,Champions
14,4,692.85,5,4,3,543,Champions
23,7,2915.15,4,5,5,455,Champions
4,4,1840.42,5,4,4,544,Champions
274,2,386.53,1,3,2,132,At Risk
20,5,1382.74,4,4,4,444,Champions
144,1,90.0,2,1,1,211,Lost
4,4,2780.15,5,4,5,545,Champions
84,1,419.58,2,1,2,212,Lost
11,3,2720.63,5,3,5,535,Need Attention
8,3,706.1300000000001,5,3,3,533,Need Attention
123,3,709.71,2,3,3,233,At Risk
61,2,637.5,3,3,3,333,Need Attention
2,5,1123.8600000000001,5,4,4,544,Champions
319,1,480.91,1,1,2,112,Lost
2,11,3586.03,5,5,5,555,Champions
130,3,605.64,2,3,3,233,At Risk
2,15,4690.31,5,5,5,555,Champions
2,2,965.88,5,3,4,534,Need Attention
46,1,415.82,3,1,2,312,Need Attention
4,2,935.05,5,3,4,534,Need Attention
3,4,915.13,5,4,3,543,Champions
373,1,311.81,1,1,2,112,Lost
134,1,115.8,2,1,1,211,Lost
47,4,3742.2,3,4,5,345,Loyal Customers
9,5,4191.0,5,4,5,545,Champions
78,2,483.4,2,3,3,233,At Risk
234,1,157.2,1,1,1,111,Lost
221,1,446.62,1,1,2,112,Lost
36,2,658.64,3,3,3,333,Need Attention
75,2,621.29,2,3,3,233,At Risk
239,2,1345.62,1,3,4,134,At Risk
266,1,118.75,1,1,1,111,Lost
10,54,116560.08,5,5,5,555,Champions
20,2,424.89000000000004,4,3,2,432,Need Attention
40,1,507.65999999999997,3,1,3,313,Need Attention
20,11,4627.98,4,5,5,455,Champions
216,3,1097.6200000000001,1,3,4,134,At Risk
174,2,289.36,2,3,2,232,At Risk
87,4,2445.91,2,4,5,245,Loyal Customers
71,2,1631.77,3,3,4,334,Need Attention
276,1,120.44,1,1,1,111,Lost
39,4,562.59,3,4,3,343,Loyal Customers
98,1,363.79,2,1,2,212,Lost
11,4,450.84,5,4,2,542,Champions
33,1,134.46,4,1,1,411,Potential Loyalists
60,3,3222.3,3,3,5,335,Need Attention
297,4,576.9000000000001,1,4,3,143,Loyal Customers
86,4,549.46,2,4,3,243,Loyal Customers
9,7,1580.26,5,5,4,554,Champions
41,2,701.57,3,3,3,333,Need Attention
11,25,4748.52,5,5,5,555,Champions
67,1,452.89,3,1,2,312,Need Attention
331,1,197.65,1,1,1,111,Lost
31,6,2054.36,4,5,5,455,Champions
2,15,4654.08,5,5,5,555,Champions
2,13,4684.76,5,5,5,555,Champions
68,2,853.39,3,3,3,333,Need Attention
5,21,11349.52,5,5,5,555,Champions
202,2,1012.0,1,3,4,134,At Risk
107,1,335.52,2,1,2,212,Lost
18,4,701.4,4,4,3,443,Champions
218,1,185.39999999999998,1,1,1,111,Lost
60,7,747.44,3,5,3,353,Loyal Customers
2,1,150.61,5,1,1,511,Potential Loyalists
17,2,466.7,4,3,2,432,Need Attention
239,1,328.15999999999997,1,1,2,112,Lost
95,1,151.74,2,1,1,211,Lost
11,6,2073.43,5,5,5,555,Champions
106,6,1905.8400000000001,2,5,4,254,Loyal Customers
53,9,2241.1,3,5,5,355,Loyal Customers
90,1,1070.48,2,1,4,214,Lost
31,5,1004.38,4,4,4,444,Champions
12,6,1789.72,5,5,4,554,Champions
3,4,1839.3,5,4,4,544,Champions
2,17,2004.98,5,5,4,554,Champions
43,1,169.48000000000002,3,1,1,311,Need Attention
4,1,89.94,5,1,1,511,Potential Loyalists
247,2,632.4000000000001,1,3,3,133,At Risk
42,9,3432.8,3,5,5,355,Loyal Customers
177,1,683.17,2,1,3,213,Lost
92,3,991.13,2,3,4,234,At Risk
110,4,1009.73,2,4,4,244,Loyal Customers
29,5,2214.79,4,4,5,445,Champions
26,10,3350.96,4,5,5,455,Champions
52,3,1547.2,3,3,4,334,Need Attention
184,3,925.71,1,3,4,134,At Risk
43,5,2048.07,3,4,5,345,Loyal Customers
49,4,1462.72,3,4,4,344,Loyal Customers
22,4,754.12,4,4,3,443,Champions
75,5,3144.86,2,4,5,245,Loyal Customers
81,2,490.86,2,3,3,233,At Risk
373,1,161.0,1,1,1,111,Lost
326,1,146.85,1,1,1,111,Lost
43,11,2380.85,3,5,5,355,Loyal Customers
30,2,890.34,4,3,3,433,Need Attention
184,1,213.70000000000002,1,1,1,111,Lost
235,2,280.55,1,3,2,132,At Risk
9,10,2588.77,5,5,5,555,Champions
220,2,1693.45,1,3,4,134,At Risk
111,3,1474.06,2,3,4,234,At Risk
278,1,136.77,1,1,1,111,Lost
318,1,302.58,1,1,2,112,Lost
7,3,1904.05,5,3,4,534,Need Attention
2,5,2879.7000000000003,5,4,5,545,Champions
260,2,969.0600000000001,1,3,4,134,At Risk
64,5,3099.7200000000003,3,4,5,345,Loyal Customers
9,9,12669.98,5,5,5,555,Champions
142,1,120.0,2,1,1,211,Lost
51,2,1163.45,3,3,4,334,Need Attention
8,8,2618.23,5,5,5,555,Champions
155,2,333.97,2,3,2,232,At Risk
109,2,530.18,2,3,3,233,At Risk
163,3,1516.24,2,3,4,234,At Risk
332,1,492.65000000000003,1,1,3,113,Lost
226,1,112.32000000000001,1,1,1,111,Lost
74,2,437.96,2,3,2,232,At Risk
51,4,559.97,3,4,3,343,Loyal Customers
99,3,1119.74,2,3,4,234,At Risk
15,3,4152.0,4,3,5,435,Need Attention
197,1,134.04,1,1,1,111,Lost
3,15,3701.44,5,5,5,555,Champions
31,2,595.25,4,3,3,433,Need Attention
21,4,1910.01,4,4,4,444,Champions
24,3,4628.75,4,3,5,435,Need Attention
8,3,176.63,5,3,1,531,Need Attention
213,1,426.6,1,1,2,112,Lost
9,6,911.26,5,5,3,553,Champions
11,5,2314.65,5,4,5,545,Champions
2,11,3883.25,5,5,5,555,Champions
8,9,4871.93,5,5,5,555,Champions
3,4,1046.56,5,4,4,544,Champions
40,1,166.20000000000002,3,1,1,311,Need Attention
18,4,1305.33,4,4,4,444,Champions
8,44,51527.3,5,5,5,555,Champions
8,9,3965.62,5,5,5,555,Champions
19,1,43.2,4,1,1,411,Potential Loyalists
117,1,640.14,2,1,3,213,Lost
223,1,383.45,1,1,2,112,Lost
71,3,1858.96,3,3,4,334,Need Attention
51,2,2093.32,3,3,5,335,Need Attention
89,6,2995.7200000000003,2,5,5,255,Loyal Customers
8,9,2352.53,5,5,5,555,Champions
243,1,310.26,1,1,2,112,Lost
47,6,1611.5900000000001,3,5,4,354,Loyal Customers
107,1,120.0,2,1,1,211,Lost
45,6,2481.13,3,5,5,355,Loyal Customers
65,1,508.58,3,1,3,313,Need Attention
207,2,477.79,1,3,2,132,At Risk
11,5,1530.75,5,4,4,544,Champions
115,2,605.0600000000001,2,3,3,233,At Risk
242,1,183.85,1,1,1,111,Lost
163,1,311.65000000000003,2,1,2,212,Lost
17,7,4975.24,4,5,5,455,Champions
124,2,462.66,2,3,2,232,At Risk
23,3,840.21,4,3,3,433,Need Attention
68,1,415.2,3,1,2,312,Need Attention
17,8,2552.21,4,5,5,455,Champions
16,2,454.86,4,3,2,432,Need Attention
17,4,1614.91,4,4,4,444,Champions
161,2,588.22,2,3,3,233,At Risk
243,1,309.52000000000004,1,1,2,112,Lost
219,1,134.7,1,1,1,111,Lost
45,8,2166.98,3,5,5,355,Loyal Customers
21,4,668.5600000000001,4,4,3,443,Champions
127,8,889.9300000000001,2,5,3,253,Loyal Customers
39,1,108.98,3,1,1,311,Need Attention
121,2,1021.58,2,3,4,234,At Risk
260,1,409.57,1,1,2,112,Lost
10,1,133.5,5,1,1,511,Potential Loyalists
274,1,282.93,1,1,2,112,Lost
165,1,51.0,2,1,1,211,Lost
157,4,1078.96,2,4,4,244,Loyal Customers
215,1,90.6,1,1,1,111,Lost
6,2,163.62,5,3,1,531,Need Attention
366,1,174.4,1,1,1,111,Lost
80,2,701.23,2,3,3,233,At Risk
43,1,225.12,3,1,1,311,Need Attention
19,3,912.1800000000001,4,3,3,433,Need Attention
32,4,2118.03,4,4,5,445,Champions
22,1,151.5,4,1,1,411,Potential Loyalists
109,8,3717.35,2,5,5,255,Loyal Customers
8,16,9227.82,5,5,5,555,Champions
320,1,155.0,1,1,1,111,Lost
295,1,100.5,1,1,1,111,Lost
358,1,76.55,1,1,1,111,Lost
185,1,235.56,1,1,1,111,Lost
191,2,617.05,1,3,3,133,At Risk
44,2,348.1,3,3,2,332,Need Attention
52,1,202.68,3,1,1,311,Need Attention
26,1,615.49,4,1,3,413,Potential Loyalists
38,3,1247.69,3,3,4,334,Need Attention
9,3,202.10999999999999,5,3,1,531,Need Attention
297,1,142.4,1,1,1,111,Lost
33,3,1727.6,4,3,4,434,Need Attention
10,8,3212.84,5,5,5,555,Champions
65,2,1043.46,3,3,4,334,Need Attention
10,9,4642.57,5,5,5,555,Champions
218,1,67.95,1,1,1,111,Lost
2,9,3479.91,5,5,5,555,Champions
65,2,487.99,3,3,3,333,Need Attention
3,19,2612.96,5,5,5,555,Champions
149,1,574.7,2,1,3,213,Lost
4,13,4051.48,5,5,5,555,Champions
130,4,1475.81,2,4,4,244,Loyal Customers
34,6,1449.32,3,5,4,354,Loyal Customers
119,1,156.75,2,1,1,211,Lost
107,5,2142.73,2,4,5,245,Loyal Customers
11,7,2599.03,5,5,5,555,Champions
71,6,2059.4500000000003,3,5,5,355,Loyal Customers
92,9,1099.27,2,5,4,254,Loyal Customers
311,1,1063.0,1,1,4,114,Lost
43,2,770.03,3,3,3,333,Need Attention
362,1,121.05,1,1,1,111,Lost
92,7,1496.98,2,5,4,254,Loyal Customers
1,13,5855.57,5,5,5,555,Champions
22,2,490.22,4,3,3,433,Need Attention
4,3,1937.25,5,3,4,534,Need Attention
11,6,1051.79,5,5,4,554,Champions
99,1,387.52,2,1,2,212,Lost
57,2,813.11,3,3,3,333,Need Attention
1,6,4263.64,5,5,5,555,Champions
218,1,265.2,1,1,2,112,Lost
18,1,322.08,4,1,2,412,Potential Loyalists
24,10,4481.67,4,5,5,455,Champions
50,2,363.34000000000003,3,3,2,332,Need Attention
7,5,1224.06,5,4,4,544,Champions
303,1,470.36,1,1,2,112,Lost
10,6,2248.5,5,5,5,555,Champions
22,6,1372.8,4,5,4,454,Champions
99,1,89.06,2,1,1,211,Lost
366,1,63.0,1,1,1,111,Lost
306,1,131.9,1,1,1,111,Lost
320,1,2661.24,1,1,5,115,Lost
8,5,2357.68,5,4,5,545,Champions
1,4,1712.89,5,4,4,544,Champions
205,2,1589.82,1,3,4,134,At Risk
54,4,1420.2,3,4,4,344,Loyal Customers
1,4,1005.55,5,4,4,544,Champions
19,5,1163.23,4,4,4,444,Champions
9,2,375.35,5,3,2,532,Need Attention
19,4,885.8,4,4,3,443,Champions
181,3,483.25,1,3,3,133,At Risk
60,2,643.9,3,3,3,333,Need Attention
11,2,259.05,5,3,2,532,Need Attention
190,1,119.93,1,1,1,111,Lost
5,9,3014.32,5,5,5,555,Champions
311,1,113.64,1,1,1,111,Lost
155,1,1837.92,2,1,4,214,Lost
110,3,434.34,2,3,2,232,At Risk
148,3,2102.67,2,3,5,235,At Risk
66,11,1975.57,3,5,4,354,Loyal Customers
98,3,529.62,2,3,3,233,At Risk
247,3,1038.44,1,3,4,134,At Risk
29,7,2272.4,4,5,5,455,Champions
18,4,596.26,4,4,3,443,Champions
12,2,461.19,5,3,2,532,Need Attention
104,8,1852.67,2,5,4,254,Loyal Customers
74,2,234.34,2,3,1,231,At Risk
46,1,547.66,3,1,3,313,Need Attention
72,3,925.85,3,3,4,334,Need Attention
257,1,193.0,1,1,1,111,Lost
20,4,1309.6,4,4,4,444,Champions
254,2,316.25,1,3,2,132,At Risk
11,1,279.05,5,1,2,512,Potential Loyalists
165,2,636.51,2,3,3,233,At Risk
18,6,2022.81,4,5,4,454,Champions
282,1,137.1,1,1,1,111,Lost
50,1,321.92,3,1,2,312,Need Attention
39,1,162.8,3,1,1,311,Need Attention
27,6,1165.48,4,5,4,454,Champions
68,1,1064.28,3,1,4,314,Need Attention
207,1,463.38,1,1,2,112,Lost
175,2,340.93,2,3,2,232,At Risk
7,5,2383.2400000000002,5,4,5,545,Champions
26,1,139.56,4,1,1,411,Potential Loyalists
51,2,123.80000000000001,3,3,1,331,Need Attention
312,2,538.8100000000001,1,3,3,133,At Risk
309,1,475.37,1,1,2,112,Lost
43,5,1957.32,3,4,4,344,Loyal Customers
26,3,808.44,4,3,3,433,Need Attention
88,3,356.85,2,3,2,232,At Risk
184,2,251.21,1,3,2,132,At Risk
20,11,2426.79,4,5,5,455,Champions
3,6,3543.26,5,5,5,555,Champions
47,4,673.26,3,4,3,343,Loyal Customers
17,8,5859.43,4,5,5,455,Champions
17,5,1960.65,4,4,4,444,Champions
24,6,1367.88,4,5,4,454,Champions
22,2,268.05,4,3,2,432,Need Attention
11,5,1314.81,5,4,4,544,Champions
188,2,275.28,1,3,2,132,At Risk
101,3,455.59000000000003,2,3,2,232,At Risk
61,3,990.2,3,3,4,334,Need Attention
18,6,2076.89,4,5,5,455,Champions
33,2,330.45,4,3,2,432,Need Attention
64,1,174.37,3,1,1,311,Need Attention
2,2,270.6,5,3,2,532,Need Attention
24,4,974.54,4,4,4,444,Champions
108,1,241.09,2,1,1,211,Lost
32,9,1843.83,4,5,4,454,Champions
20,9,4215.9,4,5,5,455,Champions
3,55,8506.13,5,5,5,555,Champions
37,1,364.21999999999997,3,1,2,312,Need Attention
60,3,578.61,3,3,3,333,Need Attention
26,6,2862.11,4,5,5,455,Champions
236,4,932.85,1,4,4,144,Loyal Customers
25,7,1949.72,4,5,4,454,Champions
3,18,4395.65,5,5,5,555,Champions
60,3,2854.84,3,3,5,335,Need Attention
260,1,170.95,1,1,1,111,Lost
58,1,355.56,3,1,2,312,Need Attention
65,2,388.25,3,3,2,332,Need Attention
16,2,537.48,4,3,3,433,Need Attention
10,3,952.66,5,3,4,534,Need Attention
59,8,1453.35,3,5,4,354,Loyal Customers
186,1,103.25,1,1,1,111,Lost
29,16,3560.08,4,5,5,455,Champions
24,2,2004.3,4,3,4,434,Need Attention
5,5,2573.93,5,4,5,545,Champions
4,8,3974.75,5,5,5,555,Champions
151,2,652.8,2,3,3,233,At Risk
311,1,289.24,1,1,2,112,Lost
11,2,757.37,5,3,3,533,Need Attention
18,2,186.23,4,3,1,431,Need Attention
152,1,164.22,2,1,1,211,Lost
19,5,859.27,4,4,3,443,Champions
10,4,2279.4900000000002,5,4,5,545,Champions
57,2,312.54,3,3,2,332,Need Attention
85,1,788.38,2,1,3,213,Lost
7,22,2237.77,5,5,5,555,Champions
76,3,1080.76,2,3,4,234,At Risk
4,18,5006.77,5,5,5,555,Champions
96,4,2949.12,2,4,5,245,Loyal Customers
111,1,1432.0,2,1,4,214,Lost
57,2,1530.3600000000001,3,3,4,334,Need Attention
1,1,227.39,5,1,1,511,Potential Loyalists
281,2,217.21,1,3,1,131,At Risk
3,7,2804.54,5,5,5,555,Champions
180,9,1639.82,1,5,4,154,Loyal Customers
372,1,35.400000000000006,1,1,1,111,Lost
13,4,859.71,5,4,3,543,Champions
3,1,168.63,5,1,1,511,Potential Loyalists
17,1,138.6,4,1,1,411,Potential Loyalists
41,1,114.11,3,1,1,311,Need Attention
6,5,986.96,5,4,4,544,Champions
169,4,1033.06,2,4,4,244,Loyal Customers
50,1,157.05,3,1,1,311,Need Attention
277,1,237.35999999999999,1,1,1,111,Lost
19,9,1580.29,4,5,4,454,Champions
372,1,39.75,1,1,1,111,Lost
15,4,1320.21,4,4,4,444,Champions
35,3,557.94,3,3,3,333,Need Attention
22,3,617.15,4,3,3,433,Need Attention
7,2,363.33,5,3,2,532,Need Attention
20,6,1740.6000000000001,4,5,4,454,Champions
11,2,866.24,5,3,3,533,Need Attention
44,1,221.97,3,1,1,311,Need Attention
306,1,393.33000000000004,1,1,2,112,Lost
11,1,213.96,5,1,1,511,Potential Loyalists
275,1,660.0,1,1,3,113,Lost
1,90,11926.15,5,5,5,555,Champions
16,12,15021.5,4,5,5,455,Champions
4,4,1785.15,5,4,4,544,Champions
72,4,601.56,3,4,3,343,Loyal Customers
243,3,406.08000000000004,1,3,2,132,At Risk
9,3,553.44,5,3,3,533,Need Attention
246,1,394.44,1,1,2,112,Lost
206,2,412.78000000000003,1,3,2,132,At Risk
1,5,1788.3600000000001,5,4,4,544,Champions
185,1,320.58000000000004,1,1,2,112,Lost
32,5,882.02,4,4,3,443,Champions
57,2,225.85,3,3,1,331,Need Attention
196,2,899.63,1,3,3,133,At Risk
24,4,2791.27,4,4,5,445,Champions
91,2,671.96,2,3,3,233,At Risk
4,2,955.26,5,3,4,534,Need Attention
51,3,1006.98,3,3,4,334,Need Attention
263,1,114.56,1,1,1,111,Lost
266,1,344.90000000000003,1,1,2,112,Lost
36,2,609.85,3,3,3,333,Need Attention
51,1,443.6,3,1,2,312,Need Attention
52,6,2984.4900000000002,3,5,5,355,Loyal Customers
24,6,2107.38,4,5,5,455,Champions
22,1,110.46000000000001,4,1,1,411,Potential Loyalists
59,1,96.12,3,1,1,311,Need Attention
170,2,693.8100000000001,2,3,3,233,At Risk
68,2,830.76,3,3,3,333,Need Attention
157,2,597.09,2,3,3,233,At Risk
2,72,279138.02,5,5,5,555,Champions
201,1,236.04000000000002,1,1,1,111,Lost
5,4,1402.59,5,4,4,544,Champions
67,2,653.75,3,3,3,333,Need Attention
77,1,114.18,2,1,1,211,Lost
1,7,1916.7,5,5,4,554,Champions
8,4,1932.23,5,4,4,544,Champions
169,2,291.05,2,3,2,232,At Risk
18,4,848.22,4,4,3,443,Champions
5,2,247.15,5,3,2,532,Need Attention
9,9,2529.93,5,5,5,555,Champions
87,2,285.74,2,3,2,232,At Risk
27,1,107.95,4,1,1,411,Potential Loyalists
29,4,741.37,4,4,3,443,Champions
20,2,636.24,4,3,3,433,Need Attention
61,5,1835.7,3,4,4,344,Loyal Customers
24,1,179.95,4,1,1,411,Potential Loyalists
11,25,9170.79,5,5,5,555,Champions
242,3,1259.24,1,3,4,134,At Risk
280,2,392.86,1,3,2,132,At Risk
235,2,765.5500000000001,1,3,3,133,At Risk
3,5,1736.4,5,4,4,544,Champions
16,1,596.36,4,1,3,413,Potential Loyalists
31,6,2548.2400000000002,4,5,5,455,Champions
25,16,28754.11,4,5,5,455,Champions
71,3,498.95,3,3,3,333,Need Attention
188,2,52.0,1,3,1,131,At Risk
26,5,1201.51,4,4,4,444,Champions
107,1,628.38,2,1,3,213,Lost
8,21,5579.1,5,5,5,555,Champions
209,1,112.80000000000001,1,1,1,111,Lost
44,2,355.05,3,3,2,332,Need Attention
31,5,2114.33,4,4,5,445,Champions
137,4,591.55,2,4,3,243,Loyal Customers
265,1,172.9,1,1,1,111,Lost
4,7,2078.95,5,5,5,555,Champions
218,2,188.61,1,3,1,131,At Risk
2,5,1217.27,5,4,4,544,Champions
214,1,109.13000000000001,1,1,1,111,Lost
32,3,2195.1,4,3,5,435,Need Attention
11,9,2526.09,5,5,5,555,Champions
1,17,3251.79,5,5,5,555,Champions
15,1,318.17,4,1,2,412,Potential Loyalists
20,7,1461.6200000000001,4,5,4,454,Champions
199,1,179.0,1,1,1,111,Lost
3,3,1126.3700000000001,5,3,4,534,Need Attention
15,13,4921.04,4,5,5,455,Champions
14,4,599.48,5,4,3,543,Champions
10,11,2839.62,5,5,5,555,Champions
29,3,917.07,4,3,3,433,Need Attention
9,11,2662.2,5,5,5,555,Champions
24,1,160.19,4,1,1,411,Potential Loyalists
25,4,867.38,4,4,3,443,Champions
43,2,307.51,3,3,2,332,Need Attention
2,5,1581.84,5,4,4,544,Champions
6,3,663.81,5,3,3,533,Need Attention
147,1,180.42,2,1,1,211,Lost
10,6,1120.66,5,5,4,554,Champions
25,1,655.58,4,1,3,413,Potential Loyalists
274,1,268.58,1,1,2,112,Lost
374,1,313.49,1,1,2,112,Lost
1,8,1897.57,5,5,4,554,Champions
47,3,380.02,3,3,2,332,Need Attention
8,8,2702.4900000000002,5,5,5,555,Champions
16,12,9585.91,4,5,5,455,Champions
4,31,6050.6900000000005,5,5,5,555,Champions
4,3,1164.55,5,3,4,534,Need Attention
43,7,1314.45,3,5,4,354,Loyal Customers
4,7,3902.28,5,5,5,555,Champions
197,3,1448.21,1,3,4,134,At Risk
12,6,1400.3400000000001,5,5,4,554,Champions
16,7,1099.98,4,5,4,454,Champions
113,5,1220.26,2,4,4,244,Loyal Customers
249,1,328.2,1,1,2,112,Lost
29,5,1415.75,4,4,4,444,Champions
44,1,389.64000000000004,3,1,2,312,Need Attention
87,1,563.15,2,1,3,213,Lost
45,2,638.05,3,3,3,333,Need Attention
10,11,5010.28,5,5,5,555,Champions
15,1,738.96,4,1,3,413,Potential Loyalists
75,1,420.5,2,1,2,212,Lost
145,4,1484.06,2,4,4,244,Loyal Customers
5,3,1625.97,5,3,4,534,Need Attention
297,1,89.2,1,1,1,111,Lost
59,2,255.9,3,3,2,332,Need Attention
264,1,300.52,1,1,2,112,Lost
47,1,278.3,3,1,2,312,Need Attention
29,3,254.11,4,3,2,432,Need Attention
8,6,2473.37,5,5,5,555,Champions
17,2,192.60000000000002,4,3,1,431,Need Attention
3,8,10415.33,5,5,5,555,Champions
232,2,876.4200000000001,1,3,3,133,At Risk
112,1,139.26,2,1,1,211,Lost
58,3,1011.9,3,3,4,334,Need Attention
51,11,2538.2999999999997,3,5,5,355,Loyal Customers
127,2,730.86,2,3,3,233,At Risk
281,3,386.15,1,3,2,132,At Risk
55,2,447.68,3,3,2,332,Need Attention
320,1,200.10000000000002,1,1,1,111,Lost
26,2,289.99,4,3,2,432,Need Attention
10,2,77.4,5,3,1,531,Need Attention
7,2,679.44,5,3,3,533,Need Attention
29,1,197.64,4,1,1,411,Potential Loyalists
17,4,745.06,4,4,3,443,Champions
64,1,6.2,3,1,1,311,Need Attention
21,1,228.99,4,1,1,411,Potential Loyalists
3,7,1319.91,5,5,4,554,Champions
166,1,131.45000000000002,2,1,1,211,Lost
1,17,7973.93,5,5,5,555,Champions
53,3,173.74,3,3,1,331,Need Attention
51,1,157.7,3,1,1,311,Need Attention
48,12,4331.79,3,5,5,355,Loyal Customers
61,1,189.34,3,1,1,311,Need Attention
162,3,845.5500000000001,2,3,3,233,At Risk
9,1,353.27,5,1,2,512,Potential Loyalists
15,4,546.4,4,4,3,443,Champions
75,1,193.39000000000001,2,1,1,211,Lost
40,8,2718.6,3,5,5,355,Loyal Customers
41,11,2085.33,3,5,5,355,Loyal Customers
370,2,152.88,1,3,1,131,At Risk
37,2,778.5,3,3,3,333,Need Attention
197,1,271.85,1,1,2,112,Lost
200,2,1010.34,1,3,4,134,At Risk
74,3,657.8,2,3,3,233,At Risk
64,2,272.07,3,3,2,332,Need Attention
21,4,507.29,4,4,3,443,Champions
367,1,48.800000000000004,1,1,1,111,Lost
180,3,321.43,1,3,2,132,At Risk
10,4,1127.71,5,4,4,544,Champions
4,12,2221.01,5,5,5,555,Champions
197,3,2139.76,1,3,5,135,At Risk
29,4,697.55,4,4,3,443,Champions
53,1,188.03,3,1,1,311,Need Attention
18,6,1720.3,4,5,4,454,Champions
10,3,102.45,5,3,1,531,Need Attention
90,4,1649.5,2,4,4,244,Loyal Customers
268,1,62.85,1,1,1,111,Lost
53,6,3295.76,3,5,5,355,Loyal Customers
44,4,2824.69,3,4,5,345,Loyal Customers
64,4,3189.81,3,4,5,345,Loyal Customers
149,1,309.40000000000003,2,1,2,212,Lost
22,25,7930.54,4,5,5,455,Champions
312,1,325.75,1,1,2,112,Lost
23,2,511.35,4,3,3,433,Need Attention
58,6,2836.69,3,5,5,355,Loyal Customers
24,2,475.8,4,3,2,432,Need Attention
78,7,2740.03,2,5,5,255,Loyal Customers
119,2,645.65,2,3,3,233,At Risk
36,3,1290.53,3,3,4,334,Need Attention
60,2,1173.1200000000001,3,3,4,334,Need Attention
13,4,1353.74,5,4,4,544,Champions
19,1,170.32,4,1,1,411,Potential Loyalists
52,1,125.79,3,1,1,311,Need Attention
26,2,841.2,4,3,3,433,Need Attention
29,1,266.76,4,1,2,412,Potential Loyalists
7,2,52.2,5,3,1,531,Need Attention
11,11,14353.4,5,5,5,555,Champions
186,3,710.28,1,3,3,133,At Risk
3,8,2953.59,5,5,5,555,Champions
9,2,721.45,5,3,3,533,Need Attention
262,1,327.25,1,1,2,112,Lost
3,4,501.28000000000003,5,4,3,543,Champions
210,1,519.68,1,1,3,113,Lost
108,2,1465.32,2,3,4,234,At Risk
13,9,1476.09,5,5,4,554,Champions
77,3,690.59,2,3,3,233,At Risk
20,1,255.4,4,1,2,412,Potential Loyalists
27,2,589.7,4,3,3,433,Need Attention
19,6,761.59,4,5,3,453,Champions
132,1,765.3199999999999,2,1,3,213,Lost
253,1,364.8,1,1,2,112,Lost
79,1,1862.0,2,1,4,214,Lost
207,1,369.2,1,1,2,112,Lost
336,1,135.9,1,1,1,111,Lost
254,1,125.65,1,1,1,111,Lost
148,2,554.38,2,3,3,233,At Risk
10,2,1237.8500000000001,5,3,4,534,Need Attention
85,1,655.75,2,1,3,213,Lost
8,20,11138.710000000001,5,5,5,555,Champions
205,2,468.77000000000004,1,3,2,132,At Risk
8,4,1366.38,5,4,4,544,Champions
23,6,1269.31,4,5,4,454,Champions
11,9,1421.29,5,5,4,554,Champions
26,1,332.66,4,1,2,412,Potential Loyalists
21,5,2795.33,4,4,5,445,Champions
2,2,1025.44,5,3,4,534,Need Attention
158,2,616.15,2,3,3,233,At Risk
3,7,3501.1,5,5,5,555,Champions
74,1,277.8,2,1,2,212,Lost
3,4,434.35,5,4,2,542,Champions
1,198,136161.83,5,5,5,555,Champions
17,2,867.85,4,3,3,433,Need Attention
36,4,1227.43,3,4,4,344,Loyal Customers
